Directorio	Nro_encuesta	Hogarnmero	Personanmero	P5485	P5485s1	P5486	P5486s1	P5487	P5487s1	P5488	P5488s1	P5489	P5489s1	P5490	P5490s1	P5491	P5492s1	P5492s2	P5492s3	P5492s4	P5492s5	P5492s6	P5492s7	P5492s8	P5492s9	P5493	P5494	P5495s1	P5495s2	P5495s3	P5495s4	P5495s5	P5495s6	P5495s7	P5495s8	P5495s9	P5496	P5497	P5497s1a1	P5497s1a2	P5497s1a3	P5497s1a4	P5497s1a5	P5497s1a6	P5497s1a7	P5498	P5498s1	P5499s1	P5499s2	P5499s3	P263	P264	P265	P267	P266	P255s1	P255s2	P255s3	P255s4	P255s5	P268	P256s1	P256s2	P256s3	P256s4	P256s5	P257s1	P257s2	P257s3	P257s4	P257s5	P257s6	Fex_c
303950200	209	1	2	1	2	1	2	2		2		2		2		2											2											1	2	2	2	1	2	1	2	2					2		1	1		1	1	2	2	2	1	2	1	2	2	2	1	2	2	1	2	1	178.59179993939
303950300	209	1	2	2		2		2		2		2		1	4	2											2											1	2	2	2	1	2	2	1	1	3	2	1	2	1	3	1	2		1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	1	852.551904744255
303950500	209	1	3	1	1	2		2		2		2		2		2											1	2	2	2	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	2	1	2	1	2		1	1	1	2	2	1	2	1	2	1	2	1	2	1	2	2	2	526.713366448667
303950500	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	2	2	1	3	2		5																		526.713366448667
303951300	209	1	4	1	3	2		2		1	5	2		1	5	2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	2		1	2		1	2	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	565.812518376103
303951600	209	1	4	1	3	2		1	3	2		2		1	5	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2								1	1	1	1	1	1	3	1	1		1	1	1	2	2													534.660974688608
303952000	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	1	2	2		2		2																		2530.80761713715
303953600	209	1	3	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	3	2	1	2	1	3	2		2						2	2	1	2	2	2	1	2	2	1	1	2	1791.93654178262
303953700	209	1	4	1	2	2		2		2		2		2		2											2											2								1	3	1	1	2	1	3	99																				1861.41069310216
303954000	209	1	3	2		2		1	2	2		2		2		2											2											2								1	2	1	1	2	1	3	1	2		1	1	2	2	2													963.815447912372
303954400	209	1	2	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	1	1	3	2		1						5	2	1	2	2	2	2	2	2	2	2	1	975.506981105457
303954500	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	2		1																		888.584210144798
303954500	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	3	2		1						5	1	2	2	2	2	1	2	2	2	2	2	888.584210144798
303954600	209	1	4	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	2	1	1	2	1	3	1	1		1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1423.22045833856
303954800	209	1	4	2		2		2		2		2		2		2											2											1	2	1	2	2	2	2	2	1	2	1	2	2	1	3	1	1		1	1	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1341.70328361421
303954800	209	1	5	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	4		1	1	2	2	2													1341.70328361421
303955100	209	1	3	2		2		2		2		2		2		2											2											2								1	1	2	1	2	1	3	2		1																		1394.55783046432
303955300	209	1	3	1	1	2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	2		99																		1088.08710783492
303955600	209	1	5	1	5	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	4	2	1	2	2		2		2						1	2	1	2	2	2	2	2	2	2	2	1	1764.94618021526
303955700	209	1	2	1	2	2		1	1	2		1	2	2		1	2	2	1	2	1	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	1	2					1	2	1	2		1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1049.08413899243
303955700	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	2	2	2	1	1	3	1	2		1	1	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1	1049.08413899243
303955800	209	1	4	2		2		2		2		1	2	2		2											2											1	2	2	1	2	2	2	2	2					2		1	2		1	1	2	2	2	1	2	1	2	2	2	1	2	1	2	1	2	1436.21856262144
303955800	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	2	1	2	2		1	2		2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1436.21856262144
303955900	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	3	2		2																		1452.08104856791
303956100	209	1	5	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	1	1	2	1	2	1	3	1	2		1	1	2	2	2	1	1	1	2	2	2	1	2	2	1	2	1	1560.08437640789
303956200	209	2	3	1	5	2		2		2		2		2		2											2											2								1	1	2	1	2	1	3	1	2		1	1	2	2	2													1231.70117468399
303959100	209	1	6	1	5	2		2		1	5	2		1	5	2											2											1	2	2	2	2	2	1	2	2					1	5	1	3		1	1	1	2	2	3	2	1	2	2	2	2	2	2	2	2	1	911.196396978933
303959300	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	2		1	1	2	2	2													802.483517734351
303959600	209	1	2	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	2	1	2					2		1	2		1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	3182.20224305938
303960100	209	1	2	2		2		2		2		2		2		2											2											2								2					1	3	1	1		1	1	2	2	2													1284.32207793329
303960100	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	2		99																		1284.32207793329
303960200	209	1	3	1	1	1	5	1	5	2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											1	2	2	2	2	2	2	2	2					1	4	1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	1	2	1	1	1208.21755477509
303960200	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	3	2	1	2	1	3	1	2		1	2	2	2	2	4	2	2	2	1	2	1	2	2	2	2	1	1208.21755477509
303960300	209	1	6	2		2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											1	2	2	2	2	2	2	2	1	3	2	1	2	2		1	1		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	1	1150.65407121104
303960500	209	1	5	2		2		2		2		2		2		2											2											1	2	2	1	2	2	1	2	2					2		1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1164.01265663821
303960700	209	1	3	2		2		2		2		2		2		2											1	2	2	2	1	2	2	1	1	2	2	1	2	1	2	2	2	1	2	1	2	2	1	2	2		2		2						3	2	2	2	1	2	1	2	2	2	1	1	1118.51882682535
303960800	209	1	5	2		2		2		2		2		2		2											2											2								1	3	1	1	2	2		2		2																		997.79223688182
303960800	209	1	6	2		2		2		2		2		2		2											1	2	2	2	1	2	1	2	2	2	2	2								1	5	1	1	2	2		2		1																		997.79223688182
303961000	209	1	4	2		2		2		2		2		2		2											2											2								1	2	2	1	2	2		2		2																		1549.87983994757
303961200	209	1	2	2		2		1	5	2		2		1	5	1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2								2					2		2		2																		805.42175216235
303961200	209	1	3	2		2		2		2		2		2		2											2											2								2					2		1	3		1	2	2	2	2													805.42175216235
303961400	209	1	3	2		2		2		2		2		2		2											2											2								2					2		1	1		1	1	2	2	2													1030.76803008352
303961400	209	1	4	2		2		2		2		2		2		2											2											2								2					1	4	2		1																		1030.76803008352
303961700	209	1	3	1	3	2		2		2		2		2		2											2											2								1	3	1	2	2	1	3	2		1																		1118.51882682535
303962300	209	1	3	1	1	2		2		2		2		2		1	2	2	1	1	2	2	2	1	2	2	2											1	1	2	2	2	2	1	2	1	2	1	1	1	2		1	2		1	1	1	2	2	2	2	2	2	1	2	2	2	2	1	1	1	626.444833625226
303962300	209	1	4	1	4	2		2		2		2		2		1	2	1	1	1	2	2	2	1	2	2	2											1	1	2	2	2	2	1	2	1	2	1	1	2	1	5	1	1		1	1	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	626.444833625226
303962900	209	1	3	2		2		1	2	2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	2	1	1	1	2		2		2																		1118.51882682535
303963100	209	1	3	1	5	2		2		2		2		2		1	2	2	2	2	1	2	2	1	2	1	2											1	1	2	2	2	2	1	2	2					1	3	1	2		1	1	2	2	2	4	2	2	2	1	2	1	2	1	1	2	1	893.172548904176
303963200	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	1	3	2	1	2	1	1	2		1						3	1	2	2	2	2	1	2	2	2	2	1	1275.92706043306
303963400	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	1	1	2	1	3	2		2						4	2	1	2	2	2	2	2	1	2	2	1	1118.51882682535
303963800	209	1	2	2		2		2		2		2		2		1	2	2	1	2	2	2	2	1	2	2	1	2	2	1	2	1	2	2	1	2	2	2								2					1	3	1	1		1	1	2	2	2													1987.19295806327
303964100	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	1	2	2	1	5	2	1	2	1	3	1	2		1	1	2	1	2	2	2	1	2	2	2	1	1	1	1	2	1	1465.7311873375
303965200	209	1	4	2		2		2		2		2		2		2											1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	3	1	2		1	1	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	2526.10618979554
303965600	209	1	3	1	1	1	3	1	5	2		2		1	3	1	2	1	2	2	2	2	2	1	2	2	1	2	1	2	1	1	1	1	2	2	2	1	2	2	2	2	2	1	2	1	3	1	1	2	1	2	1	4		1	1	2	2	2	3	2	1	2	2	2	1	2	2	2	2	1	1308.57796087045
303965800	209	1	3	1	4	2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	3	1	1	2	1	3	1	4		1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	2393.02749460714
303966200	209	1	4	2		2		2		2		2		1	4	1	2	2	2	2	1	2	1	1	2	2	2											2								1	6	2	1	2	1	2	1	2		1	1	1	2	2													2186.3438050568
303966200	209	1	5	1	3	2		2		2		2		2		1	2	2	1	2	2	2	1	1	2	2	2											2								2					1	2	1	2		1	1	1	1	2													2186.3438050568
303966300	209	1	4	1	1	2		2		2		2		2		2											2											2								2					2		1	2		1	1	1	1	2													1915.54321738647
303966400	209	1	5	2		2		2		2		2		2		2											2											2								2					1	1	1	2		1	1	2	2	2													1874.27575333445
303966700	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	3	1	2		1	1	2	2	2	4	2	2	2	1	2	2	2	1	2	2	1	1282.93209281458
303967000	209	1	3	2		2		2		2		2		2		2											2											2								2					2		1	1		1	1	2	2	2													1525.07858886256
303967300	209	1	2	2		2		2		2		2		2		2											2											2								2					2		2		2																		1464.53126952021
303967500	209	1	3	2		1	3	2		2		2		2		2											2											2								2					1	3	1	1		1	1	2	2	2													1360.31750861956
303967800	209	1	5	1	1	1	2	2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											1	2	2	2	2	1	2	2	1	3	2	1	2	1	2	1	3		2	2	1	2	2	3	2	1	2	2	2	1	2	2	2	2	2	1773.63189551763
303967900	209	1	3	1	2	1	2	2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	3	2	1	2	2		2		2						4	2	1	2	2	2	1	2	2	2	2	1	1211.23606377746
303968300	209	1	3	2		2		2		2		2		2		2											2											2								2					2		2		2																		4384.74984297314
303968400	209	1	2	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	1	2	2	2													5292.67196706647
303968800	209	1	2	1	1	2		2		2		2		1	5	1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	2	1	2	1	3	1	3		1	2	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	975.506981105457
303968900	209	1	4	1	2	2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1	1	1	2	2		2		2						3	2	2	2	1	2	2	2	2	2	2	1	1190.13187948522
303969400	209	1	2	1	2	2		1	4	2		1	4	2		2											1	2	2	1	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	1	2	1	5	1	3		1	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	1	900.275743337883
303969400	209	1	3	2		2		1	2	2		2		2		2											2											1	2	2	2	2	2	1	2	1	1	2	1	2	1	5	2		1						2	2	2	2	1	2	2	2	2	2	2	1	900.275743337883
303969600	209	1	4	2		2		2		2		2		2		2											2											2								1	3	2	1	2	1	3	1	3		1	1	2	2	2													952.123914719287
303969900	209	1	2	2		2		2		2		2		2		2											1	2	1	2	2	2	2	2	2	2	1	1	1	2	2	1	2	1	2	1	4	2	1	2	2		1	2		1	1	2	2	2	2	1	1	2	2	2	1	2	1	1	1	1	9897.98393841002
303970000	209	1	4	1	4	2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	3	2	1	2	1	3	1	2		1	1	1	2	2	4	2	2	2	1	2	1	2	1	2	2	2	4073.59566011521
303970000	209	1	5	1	4	2		2		2		2		2		2											2											2								1	2	2	1	2	1	3	1	4		1	1	2	2	2													4073.59566011521
303970000	209	1	6	1	4	2		2		2		2		2		2											2											2								1	2	2	1	2	1	3	99																				4073.59566011521
303970600	209	1	4	2		2		2		1	5	2		2		2											1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	1	4	1	2	2	2		1	4		2	1	2	2	2	1	2	1	2	2	2	1	1	1	2	1	1	2388.28465589138
303971200	209	1	4	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	3	1	1	2	2		2		3						3	2	2	2	1	2	2	2	1	2	2	1	1350.90256706137
303971400	209	1	5	1	2	2		2		2		2		2		2											1	2	2	1	2	1	1	2	1	2	2	1	2	2	2	1	1	2	2	1	2	2	1	2	1	4	1	3		1	1	1	2	2	3	2	1	2	2	2	1	1	2	1	1	2	2122.91969412567
303972100	209	1	7	1	1	2		2		2		2		2		2											2											2								1	2	1	1	1	1	3	1	4		1	1	1	2	2													1115.9009201026
303972500	209	1	4	2		2		2		2		2		2		2											2											1	1	2	2	2	1	1	1	1	1	1	1	1	1	3	1	2		1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	2	1	2310.53853012218
303972700	209	1	4	2		2		2		2		2		2		2											2											2								2					2		2		1																		581.335051546392
303973700	209	1	3	1	2	2		2		2		2		2		2											2											2								1	2	1	1	2	99		1	2		1	1	2	2	2													900.408258591355
303973700	209	1	4	1	2	2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	2	1	1	2	99		2		99						2	2	1	2	2	2	1	2	2	2	2	1	900.408258591355
303973800	209	1	6	1	2	2		2		2		2		2		2											2											1	1	2	2	2	1	1	1	1	3	2	1	2	99		2		2						1	1	2	2	2	2	1	1	1	2	2	1	1783.53845891125
303973800	209	1	7	2		2		2		2		2		2		2											2											1	1	1	2	2	2	1	1	1	3	1	1	2	1	3	1	2		2	1	1	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1783.53845891125
303973800	209	1	8	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	2	99																				1783.53845891125
303974500	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	1	1		1	2	2	2	2													1052.28555408261
303974800	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	4	1	1	1	1	3	2		1						2	2	2	2	1	2	2	2	2	2	2	1	1284.45682520565
303975400	209	1	5	1	4	2		2		2		2		2		1	2	2	2	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	1	1	1	2	2	1	3	1	1		1	1	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1342.03591942904
303975700	209	1	5	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	1	2					1	3	2		1						1	2	1	2	2	2	1	2	2	2	2	2	1041.43612119178
303975800	209	1	5	2		2		2		2		2		2		2											2											1	1	1	1	1	1	1	1	2					1	3	1	3		1	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	1400.09173005053
303975800	209	1	6	2		2		2		2		2		2		2											2											2								2					1	3	2		5																		1400.09173005053
303975800	209	1	7	2		2		2		2		2		2		2											2											2								2					1	3	1	2		1	2	2	2	2													1400.09173005053
303975800	209	1	8	2		2		2		2		2		2		2											2											2								2					1	3	2		1																		1400.09173005053
303975800	209	1	9	2		2		2		2		2		2		2											2											2								2					2		2		2																		1400.09173005053
303976100	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					1	2	2		1						1	2	1	2	2	2	1	2	2	2	2	2	1052.28555408261
303976300	209	1	3	1	2	2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					1	3	1	2		1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	728.946700751401
303976300	209	1	4	2		2		2		2		2		2		2											2											2								2					1	3	2		1																		728.946700751401
303976300	209	1	5	2		2		2		2		2		2		2											2											2								2					1	3	2		2																		728.946700751401
303976400	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	1	1	2	2					1	3	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	2	2	2	1109.86464830601
303977300	209	1	5	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	2					1	3	1	2		1	2	2	2	2	3	2	2	2	1	2	2	2	1	1	1	1	2448.83782495891
303977300	209	1	6	1	1	2		1	2	2		2		1	5	2											2											1	2	2	2	2	2	2	2	2					1	3	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	2	1	2	2	2448.83782495891
303977300	209	1	7	1	5	2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	2					1	3	1	1		1	1	2	2	2	3	2	2	2	1	2	1	2	1	2	2	1	2448.83782495891
303977500	209	1	3	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					1	3	1	1		1	1	2	2	2	1	2	1	2	2	2	2	2	1	2	2	1	2142.36913048956
303977600	209	1	5	1	2	2		2		1	5	2		2		2											1	2	1	1	2	2	2	1	1	2	2	1	2	2	2	2	2	1	2	1	4	2	1	2	2		1	2		1	1	1	2	2	5	2	2	2	1	2	2	2	2	2	2	1	543.076333726756
303977900	209	1	5	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	2	1	1	2	1	2	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	1	2	2	1	477.832337154196
303977900	209	1	6	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	1	2		1	2	2	2	2													477.832337154196
303978000	209	1	4	1	4	2		1	5	2		2		1	5	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2					1	2	1	1		1	1	1	2	2	4	2	1	2	2	2	1	1	1	2	2	2	469.416978116048
303978000	209	1	5	1	4	2		2		2		2		1	5	1	2	2	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	2	2								2					1	3	1	1		1	1	1	2	2													469.416978116048
303978700	209	1	4	2		2		2		2		2		2		2											1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	3	1	1	2	1	3	2		99						3	2	1	2	2	2	1	2	1	2	2	1	519.329579770221
303978800	209	1	4	1	3	2		2		2		2		2		2											1	1	1	1	1	2	2	2	2	2	2	1	1	2	2	1	1	1	2	1	2	1	1	2	1	3	1	3		1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	469.416978116048
303978800	209	1	5	1	3	2		2		2		2		2		2											1	2	1	1	1	2	2	2	2	2	2	1	1	2	2	2	1	1	2	1	2	1	1	2	1	2	1	2		1	1	2	2	2	1	1	1	2	2	2	1	2	1	1	1	1	469.416978116048
303979100	209	1	3	1	2	2		2		2		2		2		2											1	2	2	1	1	2	2	2	2	2	2	1	2	2	2	1	2	1	2	1	2	2	1	2	1	5	1	2		2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	228.497878117954
303979100	209	1	4	2		1	4	2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	1	2	1	5	1	3		1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	228.497878117954
303979200	209	1	3	1	1	2		2		2		1	5	2		2											2											1	2	2	2	2	2	1	1	1	5	2	1	2	2		1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	1	1	1	1	228.030438205399
303979200	209	1	4	1	2	2		2		2		2		2		2											2											1	2	2	2	1	1	1	1	1	2	1	1	2	1	3	2		2						2	2	2	2	1	2	1	2	1	1	1	2	228.030438205399
303979400	209	1	3	2		2		2		1	3	2		2		2											2											1	2	2	2	2	2	2	2	1	2	1	1	2	1	3	1	3		1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1050.91435723394
303979500	209	1	3	2		2		2		2		2		2		2											2											2								2					1	3	1	3		1	1	2	2	2													1050.91435723394
303979900	209	1	4	1	2	2		2		2		2		1	5	1	2	2	1	2	2	2	2	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	4	1	2	2	1	3	99								1	2	1	2	2	2	2	2	2	2	2	1	1847.35893224571
303979900	209	1	5	1	2	2		2		2		2		1	5	1	2	2	1	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	2	2	2	2	1	2	1	4	1	2	2	1	3	99								1	2	1	2	2	2	2	2	2	2	2	1	1847.35893224571
303980000	209	1	4	1	5	2		2		2		2		2		1	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	1	3		1	2	2	2	2	1	2	1	2	2	2	1	1	1	1	2	1	1604.67948997658
303980100	209	1	5	1	3	2		2		2		2		2		2											1	2	2	2	2	2	2	2	1	2	2	2								2					1	1	2		1																		2000.35899574123
303980300	209	1	3	1	2	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	2	1	2	2	1	3	2		3						1	2	1	2	2	2	1	2	2	2	2	1	1777.88478092617
303980300	209	1	4	1	1	2		2		2		2		2		2											2											1	2	2	2	2	2	2	2	1	3	1	1	2	1	3	2		1						1	2	1	2	2	2	2	2	2	2	2	1	1777.88478092617
303980600	209	1	3	1	3	2		2		2		2		2		2											2											2								1	5	1	1	2	1	5	99																				885.673502871203
303980600	209	1	4	1	3	2		2		2		2		2		2											2											2								1	3	1	2	2	1	5	99																				885.673502871203
303980800	209	1	4	2		2		2		1	5	2		1	3	1	2	1	1	2	2	2	1	1	1	1	2											1	1	1	2	2	2	1	1	2					1	3	2		1						2	2	1	2	2	2	1	2	1	2	2	1	1254.78728760949
303981100	209	1	5	2		2		2		2		2		2		2											2											2								1	1	1	1	2	1	2	1	1		1	1	2	2	2													1849.04801018416
303981100	209	1	6	2		2		2		2		2		2		2											2											2								1	1	1	2	2	1	3	1	1		1	1	2	2	2													1849.04801018416
303981700	209	1	4	2		2		2		2		2		2		2											1	2	2	1	2	2	2	2	2	2	2	2								1	5	2	1	2	1	3	2		2																		1270.30307417377
303981800	209	1	5	1	2	2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	2					1	3	1	3		1	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1220.29640453028
303982300	209	1	3	1	3	1	1	1	1	1	5	2		2		1	2	2	2	2	2	2	2	2	1	2	2											1	2	2	2	1	2	2	2	1	6	2	1	2	1	2	1	2		2	1	2	2	2	3	1	2	2	2	2	1	2	2	2	2	1	1880.07958331272
303982300	209	1	4	1	3	2		2		2		2		2		1	2	2	2	2	2	2	2	1	2	2	2											2								1	4	2	1	2	1	2	99																				1880.07958331272
303982700	209	1	3	1	2	1	5	2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	2											1	1	2	2	2	2	1	1	1	3	2	1	2	2		1	4		1	1	1	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1231.6027867016
303983200	209	1	3	1	1	2		2		1	3	2		2		2											2											1	2	2	2	1	2	2	2	1	2	2	1	2	2		1	1		2	1	2	1	2	2	1	2	2	1	2	1	1	2	2	2	2	1360.51815298285
303983700	209	1	2	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	1	2	1	2	1	5	1	1		1	1	2	2	2	2	2	2	2	1	2	2	2	1	1	2	1	1052.35958763275
303983700	209	1	3	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	2		2																		1052.35958763275
303983700	209	2	2	2		2		2		2		2		2		1	2	1	1	2	2	1	2	2	2	2	2											2								1	2	1	1	2	2		2		2																		1052.35958763275
303983800	209	1	4	2		2		2		2		2		2		2											2											2								1	2	1	1	2	1	3	2		2																		1268.78525949753
303984000	209	1	5	1	2	2		2		2		2		1	5	2											2											2								1	2	1	1	2	1	5	1	2		1	1	1	2	2													1265.72196546798
303984300	209	1	5	2		2		2		2		2		2		1	2	2	2	2	1	2	2	2	2	2	2											2								1	2	1	1	2	1	3	2		5																		6608.35102040816
303984500	209	1	3	2		2		2		2		2		2		2											2											1	1	2	2	2	2	1	2	1	2	2	1	1	1	3	2		5						5	2	2	2	1	2	2	2	2	2	2	1	1168.9849109261
303984500	209	1	4	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	3	2		5																		1168.9849109261
303984800	209	1	6	1	5	2		2		2		2		2		2											2											1	2	2	2	1	2	2	2	1	1	1	1	2	1	5	1	2		1	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	2	788.272486682428
303985000	209	1	3	2		2		2		2		2		2		1	2	1	2	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2								2					2		2		99																		879.762342412718
303985800	209	1	4	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	2					2		1	3		1	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	4901.10165277451
303986500	209	1	5	2		2		2		2		2		2		2											2											2								1	2	2	1	2	1	4	2		1																		1085.54303362365
303986900	209	1	5	2		2		2		2		2		2		2											2											1	1	1	2	2	2	2	2	1	1	1	1	1	1	3	1	1		1	1	2	2	2	1	2	2	2	1	2	1	2	1	2	2	2	1418.54441240124
303986900	209	1	6	2		2		2		2		2		2		2											2											1	1	2	2	2	2	2	2	1	2	1	1	1	1	3	1	1		1	1	2	2	2	3	2	2	2	1	2	1	2	1	2	2	2	1418.54441240124
303987000	209	1	3	2		2		2		2		2		2		2											2											2								1	1	1	2	2	1	3	2		5																		824.753294882483
303987000	209	1	4	2		2		2		2		2		2		2											2											2								1	1	1	1	1	1	3	1	2		1	1	2	2	2													824.753294882483
303987200	209	1	7	2		2		2		2		2		2		2											2											1	2	2	2	2	2	1	2	1	2	1	1	2	1	3	1	2		1	1	2	2	2	3	2	2	2	1	2	1	2	1	2	2	1	779.866433623974
303987500	209	1	3	1	1	1	4	1	5	1	4	1	5	1	5	1	2	1	2	2	2	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	1	1	3	1	2	1	1	3	1	2		1	2	2	2	2	1	2	1	2	2	2	1	2	1	1	1	1	1132.16307730692
303987800	209	1	3	2		2		2		2		2		2		2											2											2								1	5	2	1	2	1	3	1	1		1	2	2	2	2													811.590254109144
